Correct	Eps	Cds
1	7.39012955060383	<-
1	7.38152938982949	<-
1	2.10458986397647	<-
1	2.96395407215975	<-
1	0.225706332990004	<-
1	2.91382061818508	<-
0	-0.0524814887209342	->
1	7.25995375599035	<-
1	0.654626306499862	<-
1	7.26990408474135	<-
