Correct	Eps	Cds
1	0.0375830226380393	<-
1	0.0389060977741797	<-
1	0.0351960059232621	<-
1	0.0359290129302702	<-
1	0.014051065114103	<-
1	0.0375063912394943	<-
0	-0.00196429970107848	--
1	0.0242610555014356	<-
1	0.0177115392338515	<-
1	0.0307534560823319	<-
